"Search Location","Name","Ratings","Best Services","Remarks","Shop Address","Website","Phone"
"North Las Vegas, Nevada 89031","XO Phone Repair","5 (324)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Las Vegas, NV","N/A","(702) 666-5318"
"North Las Vegas, Nevada 89031","702 Cell Phone Repair & Sales","4.9 (305)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Las Vegas, NV","N/A","(702) 527-4772"
"North Las Vegas, Nevada 89031","uBreakiFix - Phone and Computer Repair","4.8 (596)","[Screen Repair, Battery Replacement, Phone Repair]","Fast Service","North Las Vegas, NV","N/A","(725) 220-6300"
"North Las Vegas, Nevada 89031","Go Gadgets Tech Repair Center","4.8 (2300)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Las Vegas, NV","N/A","(702) 505-6036"
"Chula Vista, California 91910","G-PhixIt Mobile Phone Repair & Device BuyBack LLC","5 (427)","[Screen Repair, Battery Replacement, Fast Repair]","Fast Service","N/A","N/A","(619) 710-6261"
"Chula Vista, California 91910","iFixandRepair - Chula Vista Walmart","5 (443)","[Screen Repair, Battery Replacement, Phone Refurbishing]","Fast Service","Chula Vista, CA","N/A","(619) 974-6229"
"Chula Vista, California 91910","uBreakiFix - Phone and Computer Repair","4.7 (635)","[Screen Repair, Battery Replacement, Quick Fixes]","Fast Service","Chula Vista, CA","N/A","(619) 349-3193"
"Bothell, Washington 98012","irepair xpert","4.9 (493)","[Screen Repair, Phone Repair, Fast Repair]","Fast Service","Lynnwood, WA","N/A","(425) 534-3204"
"Bothell, Washington 98012","uBreakiFix - Phone and Computer Repair","4.9 (3300)","[Screen Repair, Battery Replacement, Fast Repair]","Fast Service","Everett, WA","N/A","(425) 292-7100"
"Bothell, Washington 98012","Computer Concepts","4.9 (428)","[Virus Removal, Hardware Repair, Data Recovery]","Fair Pricing","Bothell, WA","N/A","(425) 481-3666"
"Bothell, Washington 98012","Cloud Electronic We Repair","4.8 (605)","[Screen Repair, Battery Replacement, iPhone Repair]","Fast Service","Mill Creek, WA","N/A","(206) 883-7504"
"Bothell, Washington 98012","uBreakiFix - Phone and Computer Repair","4.8 (1400)","[Screen Repair, Battery Replacement, Fast Repairs]","Fast Service","Lynnwood, WA","N/A","(425) 549-3131"
"Hollywood, Florida 33025","CELL PHONE REPAIR SHOP","5 (342)","[Charge Port Repair, iPhone Repair, Screen Repair]","Fast Service","Hollywood, FL","N/A","(954) 342-9794"
"Hollywood, Florida 33025","Phone Fix Xpress Pembroke Pines - Sell My iPhone, Phone Repair, iPad Repair & Computer Repair","5 (1400)","[iPhone Repair, Phone Repair, iPad Repair]","Fast Service","Pembroke Pines, FL","N/A","(954) 224-8171"
"Hollywood, Florida 33025","Tech Mended","5 (381)","[Screen Repair, Battery Replacement, General Repair]","Fast Service","N/A","N/A","(954) 639-7097"
"Hollywood, Florida 33025","Ctrl Alt Repairs","5 (1700)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Hollywood, FL","N/A","(954) 361-4349"
"Hollywood, Florida 33025","Technodav iPhone & Technology Mobile Repair","5 (419)","[Water Damage, Screen Repair, iPhone Repair]","Highly Recommended","N/A","N/A","(954) 940-2296"
"Hayward, California 94544","iTECH N TALK Cell Phone Repair : Lyca Mobile • Gen Mobile • Ultra Mobile • AT&T Verizon T-Mobile Prepaid • iPhone Unlock","4.8 (656)","[Charge Port Repair, iPhone Unlock, Prepaid Plans]","Fast Service","Fremont, CA","N/A","(510) 396-0505"
"Hayward, California 94544","uBreakiFix - Phone and Computer Repair","4.6 (1100)","[Screen Repair, Battery Replacement, Diagnostic Service]","Fast Service","Union City, CA","N/A","(510) 241-2222"
"La Puente, California 91744","Plug Phone Fix","4.9 (308)","[Screen Repair, Battery Replacement, iPhone Repair]","Fast Service","West Covina, CA","N/A","(626) 922-2877"
"La Puente, California 91744","Mobile Fix-Phone repair & Cellphone Accessories Near Me @ West Covina","4.8 (345)","[Screen Repair, Battery Replacement, Fast Repairs]","Quick Fix","West Covina, CA","N/A","(626) 922-6557"
"New York, New York 10002","citizenM New York Bowery","4.5 (1800)","[Screen Repair, Battery Replacement, Diagnostic Check]","Quick Fixes","N/A","N/A","N/A"
"New York, New York 10002","The Leon Hotel","4.1 (581)","[Screen Repair, Battery Replacement, Diagnostic Check]","Quick Fixes","N/A","N/A","N/A"
"New York, New York 10002","The Allen Hotel","4 (498)","[Accommodation, Spa Services, City Views]","Refined Stay","N/A","N/A","N/A"
"New York, New York 10002","Wyndham Garden Chinatown","3.9 (1400)","[Accommodation, Dining, Event Space]","Modern Comfort","N/A","N/A","N/A"
"New York, New York 10002","Canal Loft Hotel","3.3 (721)","[Lodging, Wi-Fi, Basic Breakfast]","Clean Comfort","N/A","N/A","N/A"
"West Palm Beach, Florida 33411","Mobile IPhone Repair","5 (404)","[Screen Repair, Battery Replacement, Water Damage]","Quick Fixes","Lake Worth Beach, FL","N/A","(561) 612-1988"
"West Palm Beach, Florida 33411","iFixandRepair - Palm Beach Outlets","4.9 (940)","[Screen Repair, Battery Replacement, Diagnostic Service]","Fast Service","West Palm Beach, FL","N/A","(561) 316-3250"
"West Palm Beach, Florida 33411","IFix (Moe The Plug)","4.9 (1200)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","West Palm Beach, FL","N/A","(561) 663-7584"
"West Palm Beach, Florida 33411","uBreakiFix - Phone and Computer Repair","4.7 (795)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Palm Beach Gardens, FL","N/A","(561) 557-1127"
"West Palm Beach, Florida 33411","uBreakiFix - Phone and Computer Repair","4.6 (1200)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Royal Palm Beach, FL","N/A","(561) 530-5238"
"Forest Hills, New York 11375","Sell Your Gadgets - Cash For Electronics","5 (337)","[Phone Buyback, Tablet Buyback, Laptop Buyback]","Quick Cash","Forest Hills, NY","N/A","(347) 960-7030"
"Forest Hills, New York 11375","fixngo Fast Iphone repairs","4.9 (575)","[Screen Repair, Battery Replacement, Fast Repair]","Fast Service","South Richmond Hill, NY","N/A","(718) 738-0600"
"Forest Hills, New York 11375","uBreakiFix - Phone and Computer Repair","4.4 (1000)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Forest Hills, NY","N/A","(718) 480-6446"
"Bellflower, California 90706","CPR Cell Phone Repair","5 (2800)","[Screen Repair, Water Damage, Battery Replacement]","Highly Recommended","Bellflower, CA","N/A","(562) 709-7779"
"Bellflower, California 90706","Computer Network Zone","4.7 (740)","[Water Damage Repair, iPhone Repair, Computer Repair]","Highly Recommended","Bellflower, CA","N/A","(562) 866-8849"
"College Station, Texas 77845","iPhone Repair in College Station Texas || All Phone Toys","5 (1400)","[Screen Repair, Battery Replacement, Fast Repairs]","Fast Service","College Station, TX","N/A","(979) 822-0000"
"College Station, Texas 77845","CPR Cell Phone Repair","4.9 (674)","[Screen Repair, Battery Replacement, Phone Restoration]","Trustworthy Service","Spring, TX","N/A","(281) 362-5437"
"College Station, Texas 77845","CPR Cell Phone Repair","4.7 (703)","[Screen Repair, Battery Replacement, Phone Refurbishing]","Premium Quality","College Station, TX","N/A","(979) 703-6017"
"College Station, Texas 77845","Sour Apple Repair","4.7 (705)","[Screen Repair, Battery Replacement, iPhone Repair]","Fast Turnaround","College Station, TX","N/A","(844) 768-7349"
"College Station, Texas 77845","12th Man Technology","4.5 (327)","[Hardware Repair, Software Repair, Virus Removal]","Thorough Service","College Station, TX","N/A","(979) 314-0537"
"Chicago, Illinois 60625","I-Tech Phone Repair","5 (421)","[Screen Repair, Battery Replacement, Fast Repair]","Fast Service","Hometown, IL","N/A","(773) 886-4683"
"Chicago, Illinois 60625","Cell N Comp Repairs","4.9 (1300)","[iPhone Repair, Water Damage Repair, Screen Repair]","Fast Service","Chicago, IL","N/A","(773) 942-4329"
"Chicago, Illinois 60625","All Day iFix","4.9 (593)","[Screen Repair, iPhone Repair, Mobile Repair]","Friendly Service","Chicago, IL","N/A","(773) 244-8177"
"Chicago, Illinois 60625","GADGET REVIVAL","4.9 (752)","[Back Glass Repair, Screen Repair, Battery Replacement]","Fast Service","Chicago, IL","N/A","(312) 468-5020"
"Chicago, Illinois 60625","Cell N Comp Repairs","4.9 (590)","[Screen Repair, iPhone Repair, Mobile Repair]","Fast Service","Chicago, IL","N/A","(312) 929-9807"
"Keller, Texas 76244","Rapid Computer Repair","5 (623)","[Quick Fixes, Hardware Repair, Diagnostics]","Honest Service","Fort Worth, TX","N/A","(682) 308-6824"
"Keller, Texas 76244","VLG Cell Phone Fix","4.9 (591)","[Screen Repair, iPhone Repair, Fast Repair]","Fast Service","Keller, TX","N/A","(214) 940-6016"
"Keller, Texas 76244","CPR Cell Phone Repair","4.8 (386)","[Screen Repair, Battery Replacement, Diagnostic Service]","Reliable Repairs","Fort Worth, TX","N/A","(817) 502-9938"
"Keller, Texas 76244","iRePair Hub Roanoke","4.8 (349)","[Screen Repair, Back Glass Repair, iPhone Repair]","Fast Service","Roanoke, TX","N/A","(817) 859-8597"
"Keller, Texas 76244","The Cell Phone Repair Guy","4.8 (385)","[Screen Repair, Battery Replacement, Fast Repair]","Fast Service","Addison, TX","N/A","(972) 750-0355"
"Hollywood, Florida 33024","CELL PHONE REPAIR SHOP","5 (342)","[Charge Port Repair, iPhone Repair, Screen Repair]","Fast Service","5723 Hollywood Blvd","N/A","(954) 342-9794"
"Hollywood, Florida 33024","Phone Fix Xpress Pembroke Pines - Sell My iPhone, Phone Repair, iPad Repair & Computer Repair","5 (1400)","[iPhone Repair, Phone Repair, iPad Repair]","Fast Service","Pembroke Pines, FL","N/A","(954) 224-8171"
"Hollywood, Florida 33024","Ctrl Alt Repairs","5 (1700)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","6764 Stirling Rd","N/A","(954) 361-4349"
"Hollywood, Florida 33024","Tech Mended","5 (381)","[Screen Repair, Battery Replacement, General Repair]","Fast Service","N/A","N/A","(954) 639-7097"
"Hollywood, Florida 33024","Phones R US","4.9 (681)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","2790 Stirling Rd #6","N/A","(954) 889-6333"
"Nashville, Tennessee 37211","twireless","5 (380)","[Screen Repair, Battery Replacement, Quick Fixes]","Fast Service","Nashville, TN","N/A","(615) 609-3975"
"Nashville, Tennessee 37211","uBreakiFix - Phone and Computer Repair","4.8 (811)","[Screen Repair, Battery Replacement, Back Glass Repair]","Reliable Repairs","Nashville, TN","N/A","(629) 702-7902"
"Nashville, Tennessee 37211","uBreakiFix - Phone and Computer Repair","4.7 (733)","[Screen Repair, Battery Replacement, Diagnostic Service]","Fast Service","Nashville, TN","N/A","(615) 928-8108"
"Nashville, Tennessee 37211","Phone Repair - iJunkiez Phone Repair","4.6 (360)","[Screen Repair, Battery Replacement, Cracked Glass]","Fast Service","Nashville, TN","N/A","(615) 512-5252"
"Nashville, Tennessee 37211","uBreakiFix - Phone and Computer Repair","4.5 (416)","[Charging Port Repair, Screen Repair, Battery Replacement]","Fast Service","Nashville, TN","N/A","(615) 750-8601"
"Bronx, New York 10462","EZFIX Bronx","4.8 (1400)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Bronx, NY","N/A","(718) 320-3800"
"Bronx, New York 10462","Parkchester Wireless and electronics","4.8 (675)","[Screen Repair, Battery Replacement, Phone Repair]","Low Cost","Bronx, NY","N/A","(347) 280-5128"
"Bronx, New York 10462","Imperial Wireless Wholesale Inc","4.6 (391)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Bronx, NY","N/A","(929) 492-5894"
"Bronx, New York 10462","Izzy's Wireless Phone Repair","4.4 (378)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Bronx, NY","N/A","(718) 483-8726"
"Bronx, New York 10453","WeFixMAX ~ Computer and Phone Repair NYC","5 (483)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","1571 St Nicholas Ave Store 8","N/A","(332) 223-0610"
"Bronx, New York 10453","Izzy's IRepair","4.8 (467)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","1215 Grand Concourse","N/A","(718) 708-5588"
"Bronx, New York 10453","EZFIX Bronx","4.8 (1400)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Mall at Bay Plaza, 200 Baychester Ave","N/A","(718) 320-3800"
"Portland, Oregon 97229","IPhone Screen Repair, Samsung Repair & iPad Repair","4.9 (1000)","[Screen Repair, Samsung Repair, iPad Repair]","Fast Service","Portland, OR","N/A","(503) 583-7971"
"Portland, Oregon 97229","iFixTechRepairs","4.9 (372)","[Screen Repair, Battery Replacement, iPhone Repair]","Fast Service","Portland, OR","N/A","(971) 224-7606"
"Portland, Oregon 97229","CPR Cell Phone Repair","4.7 (645)","[Screen Repair, Battery Replacement, Diagnostic Service]","Fast Service","Beaverton, OR","N/A","(503) 536-2484"
"Portland, Oregon 97229","Cellairis","4.7 (497)","[Screen Repair, Battery Replacement, Phone Refurbishing]","Quality Repairs","Portland, OR","N/A","(503) 624-9191"
"Portland, Oregon 97229","CompRite Computer Repair","4.7 (382)","[Screen Repair, iPhone Repair, Mobile Repair]","Fast Service","Portland, OR","N/A","(503) 928-3151"
"San Diego, California 92126","El Cajon Phone Repair","5 (437)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","N/A","N/A","(619) 672-2469"
"San Diego, California 92126","SD CELL PHONE","5 (316)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","San Diego, CA","N/A","(858) 257-9000"
"San Diego, California 92126","Swift Repairs","4.9 (481)","[Screen Repair, Battery Replacement, Phone Unlocking]","Fast Service","San Diego, CA","N/A","(858) 216-0908"
"San Diego, California 92126","Indiana Phones - iPhone Repair","4.9 (668)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","San Diego, CA","N/A","(619) 577-3065"
"San Diego, California 92126","Fix My Phone SD","4.9 (675)","[Screen Repair, Battery Replacement, Phone Repair]","Quick Fixes","Escondido, CA","N/A","(760) 743-6666"
"Meridian, Idaho 83646","208GEEK, LLC","5 (568)","[Screen Repair, Data Recovery, Virus Removal]","Fast Service","Meridian, ID","N/A","(208) 345-3999"
"Meridian, Idaho 83646","Fast Repair","5 (460)","[Screen Repair, Glass Replacement, Quick Fixes]","Fast Service","Idaho Falls, ID","N/A","(986) 231-6456"
"Meridian, Idaho 83646","CPR Cell Phone Repair","4.8 (888)","[Screen Repair, iPhone Repair, Mobile Repair]","Fast Service","Meridian, ID","N/A","(208) 621-2525"
"Meridian, Idaho 83646","Fixitpro","4.8 (428)","[Screen Repair, Data Recovery, Fast Repairs]","Fast Service","Garden City, ID","N/A","(208) 570-2004"
"Meridian, Idaho 83646","Fixitpro - We Come to You","4.8 (393)","[Screen Repair, Battery Replacement, Phone Diagnostics]","Fast Service","Boise, ID","N/A","(208) 872-2030"
"Hamilton, Ohio 45011","Evo Repairs - Greater Cincinnati Tech Repair","5 (516)","[Screen Repair, iPhone Repair, Same Day Repair]","Fast Service","Hamilton, OH","N/A","(513) 822-2625"
"Hamilton, Ohio 45011","Star Wireless & Smoke Shop","4.9 (539)","[Screen Repair, Phone Sales, Accessory Sales]","Value Pricing","Cincinnati, OH","N/A","(513) 620-0002"
"Hamilton, Ohio 45011","Metro by T-Mobile","4.9 (443)","[iPhone Repair, Screen Repair, Fast Service]","Fast Repairs","Hamilton, OH","N/A","(513) 889-2011"
"Hamilton, Ohio 45011","CPR Cell Phone Repair","4.7 (424)","[Screen Repair, Battery Replacement, Fast Repair]","Fast Service","West Chester Township, OH","N/A","(513) 779-7000"
"Hamilton, Ohio 45011","R&L Electronics","4.7 (328)","[Repair Services, Parts Sales, Device Setup]","Fast Service","Hamilton, OH","N/A","(800) 221-7735"
"Bronx, New York 10452","WeFixMAX ~ Computer and Phone Repair NYC","5 (483)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","New York, NY","N/A","(332) 223-0610"
"Bronx, New York 10452","Izzy's IRepair","4.8 (467)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Bronx, NY","N/A","(718) 708-5588"
"Bronx, New York 10452","EZFIX Bronx","4.8 (1400)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Bronx, NY","N/A","(718) 320-3800"
"Bronx, New York 10468","Izzy's IRepair","4.8 (467)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Bronx, NY","N/A","(718) 708-5588"
"Bronx, New York 10468","EZFIX Bronx","4.8 (1400)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Bronx, NY","N/A","(718) 320-3800"
"Albuquerque, New Mexico 87121","Techy Albuquerque - (inside Walmart)","5 (1200)","[Screen Repair, Battery Replacement, Diagnostic Service]","Quick Fixes","Albuquerque, NM","N/A","(505) 504-9395"
"Albuquerque, New Mexico 87121","iRepairNM","4.9 (894)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Albuquerque, NM","N/A","(505) 361-7205"
"Albuquerque, New Mexico 87121","Phone Fix Place","4.9 (480)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Albuquerque, NM","N/A","(505) 418-8877"
"Albuquerque, New Mexico 87121","AT&T Store","4.9 (489)","[Phone Repair, Plan Updates, Device Setup]","Helpful Staff","Albuquerque, NM","N/A","(505) 445-2040"
"Albuquerque, New Mexico 87121","CPR Cell Phone Repair","4.8 (423)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Albuquerque, NM","N/A","(505) 831-0171"
"Buckeye, Arizona 85326","iFixandRepair - Phoenix Lower Buckeye Rd Walmart","5 (797)","[Charging Port Repair, Screen Repair, Battery Replacement]","Fast Service","Phoenix, AZ","N/A","(602) 791-7897"
"Buckeye, Arizona 85326","Mobile X Repair","5 (380)","[Screen Repair, iPhone Repair, Mobile Repair]","Quick Fix","Youngtown, AZ","N/A","(480) 744-2545"
"Buckeye, Arizona 85326","The Fix - Phone Repair, Tablet Repair and Accessories in Walmart Avondale","4.9 (608)","[Screen Repair, Battery Replacement, Phone Repair]","Fast Service","Avondale, AZ","N/A","(623) 562-7997"
"Buckeye, Arizona 85326","T&E Phone Repair - 107th Ave | West Phoenix | Avondale, AZ | Phone Repair","4.9 (412)","[Screen Repair, Battery Replacement, Same-Day Repair]","Fast Service","Phoenix, AZ","N/A","(602) 767-0491"
"Buckeye, Arizona 85326","T&E Phone Repair - Southern Ave | South Phoenix, AZ","4.9 (872)","[Screen Repair, Battery Replacement, Diagnostic Service]","Fast Service","Phoenix, AZ","N/A","(602) 567-3615"
"West Lafayette, Indiana 47906","Lightning Repairs: Phone, Computer, Tablet, Xbox, PlayStation PS5 & PS4, Nintendo, iPhone, MacBook repair & More!","5 (488)","[Screen Repair, Battery Replacement, Game Console Repair]","Fast Service","Lafayette, IN","N/A","(765) 644-2899"
"West Lafayette, Indiana 47906","Verizon","4.9 (1000)","[Phone Repair, Device Troubleshooting, Tech Support]","Helpful Staff","West Lafayette, IN","N/A","(765) 746-7342"
"West Lafayette, Indiana 47906","AT&T Store","4.1 (512)","[Phone Repair, Business Solutions, Device Setup]","Helpful Staff","West Lafayette, IN","N/A","(765) 770-0411"
"Virginia Beach, Virginia 23464","Mr Fix – Phones, Computers and More","5 (1000)","[Screen Repair, Battery Replacement, Diagnostic Service]","Fast Service","Virginia Beach, VA","N/A","(757) 505-7667"
"Virginia Beach, Virginia 23464","Fix Fast Cell Phone Repair","5 (323)","[Screen Repair, Battery Replacement, Water Damage]","Fast Turnaround","Virginia Beach, VA","N/A","(757) 285-6465"
"Virginia Beach, Virginia 23464","Phone Guy Virginia VA","4.9 (1000)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Virginia Beach, VA","N/A","(757) 933-3838"
"Virginia Beach, Virginia 23464","All Phones Repair - Phone / Tablet / Game Console Repair Near Me - Buy - Sell - Trade","4.9 (528)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Virginia Beach, VA","N/A","(757) 656-1955"
"Virginia Beach, Virginia 23464","WeFix-PHONE REPAİR","4.9 (706)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Virginia Beach, VA","N/A","(757) 270-3358"
"Allen, Texas 75002","ZAGG Allen Village","5 (821)","[Screen Repair, Phone Repair, Quick Turnaround]","Fast Service","Allen, TX","N/A","(214) 970-4741"
"Allen, Texas 75002","iCloudwireless ( Phone Repair/Print Shop )","5 (416)","[Screen Repair, Phone Repair, Printing]","Fast Service","Dallas, TX","N/A","(214) 436-7998"
"Allen, Texas 75002","Cell Phones 4Sure iPhone, iPad, PS5, Mac & Laptop Repair | Plano TX","4.9 (396)","[Screen Repair, Glass Replacement, Device Repair]","Reliable Service","Plano, TX","N/A","(972) 509-0786"
"Allen, Texas 75002","E5 Sigma Repair","4.9 (457)","[Charging Port Repair, Screen Repair, Battery Replacement]","Fast Service","Portland, TX","N/A","(361) 977-9300"
"Allen, Texas 75002","Wireless Place iPhone iPad & Cell Phone Repair Plano","4.8 (744)","[Screen Repair, Battery Replacement, Water Damage]","Reliable Repairs","Plano, TX","N/A","(972) 575-8705"
"Eastvale, California 92880","Tech-Cidents","4.9 (1000)","[Water Damage, Screen Repair, Phone Repair]","Fast Service","N/A","N/A","(951) 221-3917"
"Eastvale, California 92880","uBreakiFix - Phone and Computer Repair","4.8 (849)","[Screen Repair, Phone Repair, Device Protection]","Fast Service","Corona, CA","N/A","(951) 393-6770"
"Eastvale, California 92880","CPR Cell Phone Repair","4.6 (516)","[Screen Repair, Battery Replacement, Fast Repairs]","Quick Turnaround","Eastvale, CA","N/A","(951) 790-0011"
"Saint Johns, Florida 32259","uBreakiFix - Phone and Computer Repair","4.9 (1700)","[Screen Repair, Phone Repair, Diagnostic Service]","Reliable Service","Fruit Cove, FL","N/A","(904) 679-3887"
"Saint Johns, Florida 32259","The Fix - Phone Repair, Tablet Repair and Accessories inside Walmart Jacksonville","4.9 (326)","[Screen Repair, Battery Replacement, Diagnostic Service]","Quick Fixes","Jacksonville, FL","N/A","(904) 778-6642"
"Saint Johns, Florida 32259","Re-Konekt - Jax Beach","4.8 (318)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Jacksonville Beach, FL","N/A","(904) 372-4827"
"Saint Johns, Florida 32259","TheiPhone911","4.8 (435)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Jacksonville, FL","N/A","(904) 748-9110"
"Saint Johns, Florida 32259","Verizon","4.7 (396)","[Phone Repair, Plan Updates, Device Sales]","Helpful Staff","St Johns, FL","N/A","(904) 230-3989"
"Saint Peters, Missouri 63376","eTech Solutions","4.9 (1100)","[Screen Repair, Battery Replacement, Diagnostic Service]","Trustworthy Repair","St Charles, MO","N/A","(314) 282-8318"
"Saint Peters, Missouri 63376","Mr. Mobile Cellphone and Computer","4.8 (329)","[Screen Repair, Battery Replacement, Software Issues]","Fast Service","St Charles, MO","N/A","(636) 633-3311"
"Saint Peters, Missouri 63376","CommDepot","4.8 (1200)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","St. Louis, MO","N/A","(314) 771-0000"
"Saint Peters, Missouri 63376","CPR Cell Phone Repair","4.7 (565)","[Screen Repair, Battery Replacement, Fast Repair]","Fast Service","St. Louis, MO","N/A","(314) 966-1836"
"Saint Peters, Missouri 63376","CPR Cell Phone Repair","4.6 (324)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","St Peters, MO","N/A","(636) 352-0767"
"Bronx, New York 10458","EZFIX Bronx","4.8 (1400)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Bronx, NY","N/A","(718) 320-3800"
"Bronx, New York 10458","Computer Settings, Inc - Electronics Repair Center and Security Cameras Installers.","4.8 (609)","[iPhone Repair, Mobile Repair, Security Camera Installation]","Reliable Service","Bronx, NY","N/A","(718) 584-2600"
"Fort Lauderdale, Florida 33311","Mobile iPhone iPad Repair Ft Lauderdale - WE COME TO YOU","5 (817)","[Screen Repair, Battery Replacement, Water Damage]","Convenient Service","Fort Lauderdale, FL","N/A","(954) 789-4294"
"Fort Lauderdale, Florida 33311","FIX PHONE NOW","5 (703)","[Screen Repair, Battery Replacement, Diagnostic]","Quick Fix","Oakland Park, FL","N/A","(786) 623-1330"
"Fort Lauderdale, Florida 33311","MoviliFIX Fort Lauderdale","5 (630)","[Screen Repair, Battery Replacement, Fast Repair]","Fast Service","Lauderhill, FL","N/A","(954) 676-4024"
"Fort Lauderdale, Florida 33311","ANDY CELLULAR","5 (772)","[Screen Repair, Battery Replacement, iPhone Repair]","Reliable Repairs","Lauderhill, FL","N/A","(954) 228-6615"
"Fort Lauderdale, Florida 33311","Technodav iPhone & Technology Mobile Repair","5 (419)","[Water Damage, Screen Repair, iPhone Repair]","Highly Recommended","N/A","N/A","(954) 940-2296"
"Tampa, Florida 33647","Phone Repair & More® - Cell Phone Repair, Computer Repair & Game Console Repair In Wesley Chapel","5 (1800)","[Screen Repair, Battery Replacement, Game Console Repair]","Fast Service","Wesley Chapel, FL","N/A","(813) 591-9575"
"Tampa, Florida 33647","Phoenix Phone Fix","5 (356)","[Screen Repair, Phone Repair, Fast Turnaround]","Fast Service","Tampa, FL","N/A","(813) 863-2976"
"Tampa, Florida 33647","Phone Repair & More® - Cell Phone Repair, Computer Repair & Game Console Repair In Tampa","4.9 (1500)","[Screen Repair, Battery Replacement, Fast Repair]","Quick Fix","Tampa, FL","N/A","(813) 374-7162"
"Tampa, Florida 33647","uBreakiFix - Phone and Computer Repair","4.9 (1300)","[Screen Repair, Phone Restoration, Fast Repair]","Fast Service","Tampa, FL","N/A","(813) 501-4721"
"Tampa, Florida 33647","iFixandRepair - Tampa N Nebraska Ave Walmart","4.9 (320)","[Screen Repair, iPhone Repair, Mobile Repair]","Fast Service","Tampa, FL","N/A","(813) 564-1657"
"Brooklyn, New York 11203","251 schenectady wireless inc","5 (418)","[Screen Repair, Samsung Repair, Fast Repair]","Fast Service","Brooklyn, NY","N/A","(347) 789-1578"
"Brooklyn, New York 11203","CPR Cell Phone Repair","5 (588)","[Screen Repair, Battery Replacement, Diagnostic Service]","Fast Service","Brooklyn, NY","N/A","(914) 350-2118"
"Brooklyn, New York 11203","Trisha Wireless - Cell Phone repair. Computer, MacBook Repair.","4.9 (500)","[Screen Repair, Battery Replacement, MacBook Repair]","Fast Service","Brooklyn, NY","N/A","(929) 234-2111"
"Brooklyn, New York 11203","MD Wireless - Fix Phone Repair Shop","4.8 (319)","[Screen Repair, iPhone Repair, Fast Repair]","Fast Service","Brooklyn, NY","N/A","(718) 975-1950"
"Brooklyn, New York 11203","Ozo Geeks - Mobile Laptop & Macbook Repair Service Store","4.6 (586)","[Screen Repair, Laptop Repair, Macbook Repair]","Fast Service","Brooklyn, NY","N/A","(347) 338-2589"
"Chicago, Illinois 60617","I-Tech Phone Repair","5 (421)","[Screen Repair, Battery Replacement, Fast Repair]","Fast Service","Hometown, IL","N/A","(773) 886-4683"
"Chicago, Illinois 60617","King Mobile Phone Repair","5 (434)","[Screen Repair, Battery Replacement, Fast Repair]","Fast Service","N/A","N/A","(773) 953-7120"
"Chicago, Illinois 60617","Chicago Cell Phone Repair","4.9 (866)","[Screen Repair, Battery Replacement, Quick Diagnosis]","Fast Service","Chicago, IL","N/A","(773) 497-7421"
"Chicago, Illinois 60617","All Day iFix","4.9 (593)","[Screen Repair, iPhone Repair, Mobile Repair]","Friendly Service","Chicago, IL","N/A","(773) 244-8177"
"Chicago, Illinois 60617","Cell N Comp Repairs","4.9 (590)","[Screen Repair, iPhone Repair, Mobile Repair]","Fast Service","Chicago, IL","N/A","(312) 929-9807"
"Anaheim, California 92805","Invisible Armor iPhone, iPad, Samsung Repair, Unlock, Buy And Sell","4.9 (1800)","[Screen Repair, Battery Replacement, Phone Unlock]","Fast Service","Santa Ana, CA","N/A","(714) 551-6939"
